win_id,target,x_img_px,y_img_px,x_win_px,y_win_px,x_um,y_um
A2_w2,4,128.81047799894387,335.6544582724211,91.81047799894387,298.6544582724211,653.5467179494935,497.22060012368416
A2_w2,5,348.08730155130775,437.9294212201848,311.08730155130775,400.9294212201848,713.5630591438473,525.2133855556889
A2_w2,6,294.2352125347858,271.3826094423205,257.2352125347858,234.38260944232047,698.8236749440736,479.62931461485294
A2_w2,7,70.03559870605429,119.85769173296939,33.03559870605429,82.85769173296939,637.4599598865436,438.1567548916447
A2_w2,8,235.94599135360062,106.95403242909876,198.94599135360062,69.95403242909876,682.8698421144596,434.62500718164625
A2_w2,9,437.9912096808914,319.6751415116817,400.9912096808914,282.6751415116817,738.1698713805378,492.84704111626735
A2_w2,10,444.6948935523254,439.1682896742527,407.6948935523254,402.1682896742527,740.0046780507968,525.5524654029327
A2_w3,1,56.98975417318766,354.14629437840625,19.989754173187663,317.14629437840625,757.3285606633319,594.519160828387
A2_w3,2,445.4639350219104,393.09160854039175,408.4639350219104,356.09160854039175,863.6544304260632,605.1785420835558
A2_w3,3,262.48730825557016,155.9916455023379,225.48730825557016,118.99164550233789,813.5734985487452,540.2839852930505
A2_w3,4,343.54547150023393,416.4167668122287,306.54547150023393,379.4167668122287,835.7592193334028,611.5626671113455
A2_w3,5,252.68188330579508,347.1661328447331,215.68188330579508,310.1661328447331,810.8897414612079,592.6086818757558
A2_w3,6,122.8510290705371,136.33093843957764,85.8510290705371,99.33093843957764,775.3548740771183,534.9028251499718
A2_w3,7,61.15762562231845,219.7806001028588,24.15762562231845,182.7806001028588,758.4693122981507,557.7431020465444
A2_w3,8,408.70895874950565,308.2836746506676,371.70895874950565,271.2836746506676,853.59454739411,581.9665043777177
A2_w3,9,173.9428854977313,306.0260997132895,136.9428854977313,269.0260997132895,789.3387791607086,581.3486032903229
A2_w3,10,334.31400204218994,258.4943695982038,297.31400204218994,221.49436959820378,833.2325545826845,568.3391092365032
A2_w4,1,85.78243041012192,55.83046313414777,48.78243041012192,18.83046313414777,203.3004813480419,258.0538784135429
A2_w4,2,298.2188991161076,377.20350872905374,261.2188991161076,340.20350872905374,261.4446088551491,346.01408343031505
A2_w4,3,406.7484373628032,267.05630560166276,369.7484373628032,230.05630560166276,291.14927937872545,315.86665600318133
A2_w4,4,389.54599262332096,354.3780598796928,352.54599262332096,317.3780598796928,286.4409487118721,339.7667294972151
A2_w4,5,167.62394509437448,455.11300476542243,130.62394509437448,418.11300476542243,225.700606402662,367.3380100571628
A2_w4,6,190.77346350161466,186.83736878978274,153.77346350161466,149.83736878978274,232.0366585795676,293.9106325440929
A2_w4,7,56.90363873029615,259.9958319090136,19.90363873029615,222.9958319090136,195.39631990198194,313.93419551206796
A2_w4,8,194.28834004187163,369.23665375944546,157.28834004187163,332.23665375944546,232.99868469011875,343.83354524868747
A2_w4,9,436.0402488650635,167.58408636252156,399.0402488650635,130.58408636252156,299.16648486738734,288.6409850339454
A2_w4,10,208.59558329038768,280.7684124343698,171.59558329038768,243.7684124343698,236.91459508339614,319.6196768141958
A3_w1,1,196.73181363002067,397.077502300517,159.73181363002067,360.077502300517,359.0226399987411,921.8470300342674
A3_w1,2,117.01809691847444,518.5835201045231,80.01809691847444,481.58352010452313,337.2048959137728,955.1033792623973
A3_w1,3,339.09568383971515,235.9812607377397,302.09568383971515,198.9812607377397,397.98780954942714,877.7547869867442
A3_w1,4,499.7712879955204,288.06589348177073,462.7712879955204,251.06589348177073,441.96492361192145,892.0104161914508
A3_w1,5,156.60269208310785,124.30989742718882,119.60269208310785,87.30989742718882,348.03924917990213,847.1901950088593
