dataset_id,filename,expected,observed,bytes,status
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_barcode_mappings.parquet,cc61e75e77e77da38a540a954be8d2d6,cc61e75e77e77da38a540a954be8d2d6,111611979,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_binned_outputs.tar.gz,d3ba1283182ee34e8a691d641a91e13d,d3ba1283182ee34e8a691d641a91e13d,2783809559,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_metrics_summary.csv,579c71465fd2ab358bfcf4f1cda36482,579c71465fd2ab358bfcf4f1cda36482,2066,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_segmented_outputs.tar.gz,5fea15fd6ad7415ac54ca05ca273ae74,5fea15fd6ad7415ac54ca05ca273ae74,1934448662,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_spatial.tar.gz,f9fe7e79f2a69272c1f27d4d64ff594a,f9fe7e79f2a69272c1f27d4d64ff594a,76245113,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_web_summary.html,5637f0264eba2bf12ab2f4e8c695aacf,5637f0264eba2bf12ab2f4e8c695aacf,15558392,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_image.tif,be49bd872c275ca923af96abf5921383,be49bd872c275ca923af96abf5921383,28800672,PASS
Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE_tissue_image.tif,b3740ace010ef9f7ead14093ef68b16b,b3740ace010ef9f7ead14093ef68b16b,2218305037,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_barcode_mappings.parquet,6d135916d339460d6ec04114b238717f,6d135916d339460d6ec04114b238717f,105499949,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_binned_outputs.tar.gz,40fe6c422d2653e201b3b9205a265153,40fe6c422d2653e201b3b9205a265153,8572829862,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_metrics_summary.csv,087b42101ecf6cc1a7f292ac3f48f862,087b42101ecf6cc1a7f292ac3f48f862,2123,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_segmented_outputs.tar.gz,1f21369c48a2fe3925d78ae9725c304d,1f21369c48a2fe3925d78ae9725c304d,1726890585,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_spatial.tar.gz,565f503e99baded29f3fa21552147a2f,565f503e99baded29f3fa21552147a2f,88264767,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_web_summary.html,e3d947fef9113fdf5c0b683bb6dd3088,e3d947fef9113fdf5c0b683bb6dd3088,13722581,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_image.tif,9d6fe0411ca7f237a50894ecc394ee75,9d6fe0411ca7f237a50894ecc394ee75,23480598,PASS
Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain_tissue_image.btf,fc8227d6df6464010b4f387f87653256,fc8227d6df6464010b4f387f87653256,1522598217,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_barcode_mappings.parquet,d99bf95b4e5bac9a85be300d3670f740,d99bf95b4e5bac9a85be300d3670f740,108057682,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_binned_outputs.tar.gz,0b8d63d90e92f122c182268863d8e190,0b8d63d90e92f122c182268863d8e190,6079689026,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_metrics_summary.csv,06a66ba371b31ebb0437d253e2454784,06a66ba371b31ebb0437d253e2454784,2117,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_segmented_outputs.tar.gz,5760c36a9d0708885fa4707a675f05a1,5760c36a9d0708885fa4707a675f05a1,4012262334,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_spatial.tar.gz,727410a66fdb6336d3586fdd7830b3f7,727410a66fdb6336d3586fdd7830b3f7,73691313,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_web_summary.html,3e19622dc7f3e33ee51dc197d5832aa2,3e19622dc7f3e33ee51dc197d5832aa2,16083303,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_image.tif,8abbb9b44952fec8db73690c6c8829b4,8abbb9b44952fec8db73690c6c8829b4,27157226,PASS
Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart_tissue_image.btf,239d2d3ad84d06dec1340297d8eae21d,239d2d3ad84d06dec1340297d8eae21d,5813436731,PASS
